CID,SMILES
100002826,COC(=O)C[C@H](C1=CC(=CC=C1)Br)C2=C(C(=O)C=C(O2)CN3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4)O
100002828,COC(=O)C[C@@H](C1=CC(=CC=C1)Br)C2=C(C(=O)C=C(O2)CN3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4)O
100002833,CCOC1=CC=C(C=C1)CCCNC(=O)[C@@H](C)SCC2=CC=CC=C2
100002881,COC1=C(C=CC(=C1)[C@H](CC(=O)N)C2=C(C(=O)C=C(O2)CN3CCOCC3)O)O
100002883,C[C@@H]1CCCN(C1)C2=CC=C(C=C2)[C@H](C)NC(=O)[C@@H](C)SCC3=CC=CC=C3
100002891,CC1=CN(C(=O)NC1=O)CC(=O)N[C@@H](C2CC(C2)O)C3=CN=C(C=C3)OC
100002895,CC1=CN(C(=O)NC1=O)CC(=O)N[C@H](C2CC(C2)O)C3=CN=C(C=C3)OC
100002905,C1CSS[C@@H]1CCCCC(=O)NC[C@H]2C[C@H]3C[C@@H]2C=C3
100002907,CN(C[C@H]1CC2=CC=CC=C2O1)C(=O)COC3=NN4C=NN=C4C=C3
100002909,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100002913,CC1=CC2=C(C=C1)[C@@H](CC(O2)(C)C)NC(=O)[C@@H](C)SCC3=CC=CC=C3
100002914,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100002949,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@@]2(CN)CO)S(=O)(=O)C
100002951,COC1=CC(=CC(=C1OC)OC)[C@@H](CC(=O)OC)C2=CC3=C(C=C2O)OCO3
100002955,COC1=CC=C(C=C1)[C@H]2[C@H]([C@@]2(CN)CO)S(=O)(=O)C
100002958,CC1=C(C=C(C=C1)[C@H](C)NC(=O)[C@H](C)SCC2=CC=CC=C2)C
100002972,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)[C@H](C)SCC2=CC=CC=C2
100002973,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@]2(CN)N)S(=O)(=O)C
100002978,C1CCC2(C1)CC(=O)N(C2=O)CCC(=O)NC[C@@H]3C[C@@H]4C[C@H]3C=C4
100002995,CC[C@@H](C1=CC(=C(C=C1)OC)OC)NC(=O)[C@@H](C)SCC2=CC=CC=C2
100003000,CC(C)(C)OC(=O)N[C@]1([C@H]([C@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100003003,COC[C@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100003007,CC[C@@H](C1=CC=C(C=C1)S(=O)(=O)C)NC(=O)[C@@H](C)SCC2=CC=CC=C2
100003008,CC1=CC(=C(C(=O)N1CCC2=CC=C(C=C2)O)[C@@H](CC(=O)OC)C3=CC(=C(C=C3)OC)CO)O
100003009,COC[C@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100003015,CC[C@@H](C1=CC=C(C=C1)S(=O)(=O)C)NC(=O)[C@H](C)SCC2=CC=CC=C2
100003016,CCOC[C@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100003019,CCOC[C@@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)CN
100003032,COC(=O)C[C@@H](C1=CC=NC=C1)C2=C(C(=CNC2=O)C(=O)OC)O
100003038,C1CN(CC2=C1C3=CC=CC=C3N2)C(=O)C4=CC=CC=C4NC(=O)N5C[C@@H]6C[C@H](C5)C7=CC=CC(=O)N7C6
100003040,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@@H]2S(=O)(=O)C)CN
100003042,COC(=O)C[C@H](C1=CC2=C3C(=CC=C2)CCCN3C1=O)C4=C(C(=O)C(=C(C4=O)O)[C@@H](CC(=O)OC)C5=CC6=C7C(=CC=C6)CCCN7C5=O)O
100003043,CC1=CN=C(C=C1)[C@H](C)NC(=O)CC2=CSC=C2
100003053,C1CCN([C@@H](C1)C2=CN=CC=C2)C(=O)[C@H](C3=CC=CC=C3)N4C=NN=N4
100003056,CC1=CC2=C([C@@H](CC(=O)O2)C3=CC(=C(C(=C3)OC)OC(=O)C)OC)C(=O)N1CCC4=CC=C(C=C4)O
100003059,CC1=CC2=C([C@H](CC(=O)O2)C3=CC(=C(C(=C3)OC)OC(=O)C)OC)C(=O)N1CCC4=CC=C(C=C4)O
100003060,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]2(CO)C(=O)O)S(=O)(=O)C
100003062,C1CCC2=C(CC1)NN=C2C(=O)N3CCCC[C@H]3C4=CN=CC=C4
100003063,COC1=CC=C(C=C1)[C@H]2[C@H]([C@@]2(CO)C(=O)O)S(=O)(=O)C
100003066,CC1=C(C(=NN1CCC(=O)N2CCC[C@H]2C3=NNC(=N3)C)C)C(=O)C
100003075,CC1=CC=C(C=C1)C2=NOC(=N2)CN(C)C(=O)[C@@H](C)SCC3=CC=CC=C3
100003080,COC(=O)C1=CC=CC(=C1)COC2=CC3=C(C=C2)C(=O)/C(=C/C4=CN=CC=C4)/O3
100003100,C[C@@H](C(=O)N(C)CC1=NC(=NO1)C2=C(C=C(C=C2)OC)OC)SCC3=CC=CC=C3
100003105,C1COC2=C1C=CC(=C2)CC(=O)NC3=CC4=C(C=C3)NC=C4
100003108,C[C@@H](C(=O)N(C)CC1=NC(=NO1)C2=CC=C(C=C2)Cl)SCC3=CC=CC=C3
100003114,COC[C@@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)C(=O)O
100003117,COC[C@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)C(=O)O
100003121,C[C@H](C(=O)NCCCC1=CC=C(C=C1)C(C)C)SCC2=CC=CC=C2
100003125,C[C@@H](C(=O)NCCCC1=CC=C(C=C1)C(C)C)SCC2=CC=CC=C2
100003143,CC1=CC2=C([C@H](CC(=O)O2)C3=COC4=CC=CC=C4C3=O)C(=O)O1
100003148,CN1C=C(C2=CC=CC=C21)CC(=O)N[C@H]3CCCC4=C3NC5=C4C=C(C=C5)OC
100003151,COC1=CC=C(C=C1)C2=NOC(=N2)CNC(=O)C3=CC=C(C=C3)CN4CCOCC4
100003152,CCOC[C@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)N
100003154,COC1=CC(=C(C=C1)C2=NOC(=N2)CNC(=O)C3=CC=C(C=C3)CN4CCOCC4)OC
100003155,CCOC[C@@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)N
100003156,CC1=C(C=C(C=C1)CCC(=O)N[C@H](C2CCNCC2)C3CC(C3)O)OC
100003157,CC1=CC2=C([C@H](CC(=O)O2)C3=CC=CC=C3OCC(C)C)C(=O)N1CCC4=CC=C(C=C4)O
100003158,C1COCCN1CC2=CC=C(C=C2)C(=O)NCC3=NC(=NO3)C4=CC=C(C=C4)Cl
100003168,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@@H]2S(=O)(=O)C)N
100003171,CC(C)(C)OC(=O)N[C@@]1([C@@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)C=O
100003182,CN(CC1=NC(=NO1)C2=CC=C(C=C2)Cl)C(=O)C3=CC=C(C=C3)CN4CCOCC4
100003198,CN(CC1=CC=C(C=C1)OC)C(=O)C2=CC=C(C=C2)CN3CCC4=CC=CC=C4C3
100003199,C1C[C@@H](CN(C1)C(=O)COCC(C(F)F)(F)F)C(=O)C2=CC=CC=N2
100003202,COC1=C(C(=C2[C@@H](CC(=O)OC2=C1)C3=CC4=CC=CC=C4NC3=O)OC)OC
100003203,CCOC[C@@]1([C@H]([C@@H]1S(=O)(=O)C)C2=CC=C(C=C2)OC)C(=S)N
100003209,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)CC4=C(C=CC5=C4C(=CO5)C(=O)C6=CC=CO6)O
100003222,COC(=O)C[C@H](C1=CC2=C(C=C1)OCO2)C3=CC4=C(C=C3O)OCO4
100003226,COC(=O)C[C@@H](C1=CC2=C(C=C1)OCO2)C3=CC4=C(C=C3O)OCO4
100003241,CN1C(=NC=N1)[C@H](C2CC2)NC(=O)C3=CC(=CC=C3)OC4=CC=CC=C4
100003249,CC1=CC2=C([C@H](CC(=O)O2)C3=CC=CC=C3OCC(=O)OC)C(=O)O1
100003250,C1=CC=C(C=C1)SCCC(=O)NCCCC2=CC=CC=C2Cl
100003255,COC(=O)C[C@H](C1=CSC=C1)C2=C(C(=O)C(=C(C2=O)O)[C@@H](CC(=O)OC)C3=CSC=C3)O
100003261,COC1=CC=CC=C1CCCNC(=O)CCSC2=CC=CC=C2
100003263,CCOC1=C(C=CC(=C1)[C@H](CC(=O)OC)C2=C(C(=O)C=C(O2)CN3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4)O)O
100003267,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)C#N
100003268,COC1=CC=C(C=C1)CCCNC(=O)CCSC2=CC=CC=C2
100003269,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)C#N
100003278,COC1=CC(=CC(=C1OC)OC)[C@@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)/C(=C\C5=CC(=C(C=C5OC)OC)OC)/O4
100003279,CC1=CC=C(C=C1)OCCNC(=O)CCSC2=CC=CC=C2
100003291,COC1=C(C(=C2[C@H](CC(=O)OC2=C1)C3=CC=CC4=CC=CC=C43)OC)OC
100003292,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(C#N)C(=O)O)C2=CC=C(C=C2)OC
100003308,CC1=CC(=O)OC2=C3[C@@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC(=C(C=C4)OC)OCC(=O)N
100003310,C1C[C@H](OC1)CN(CC2=CC=CC=N2)C(=O)C3=CC=CC(=C3)C4=CC=CO4
100003325,CC1CCN(CC1)C2=CC=C(C=C2)[C@@H](C)NC(=O)CCSC3=CC=CC=C3
100003331,C[C@@H]1CCCN(C1)C2=CC=C(C=C2)[C@@H](C)NC(=O)CCSC3=CC=CC=C3
100003333,COC1=CC(=CC(=C1O)OC)[C@H](CC(=O)OC)C2=C(C(=CNC2=O)C(=O)OC)O
100003339,CC1=CC2=C(C=C1)OC(C[C@@H]2NC(=O)CCSC3=CC=CC=C3)(C)C
100003340,COC(=O)C[C@@H](C1=CC=C(O1)C2=CC=C(C=C2)C(=O)O)C3=C(C(=CNC3=O)C(=O)OC)O
100003342,CC1=CC2=C(C=C1)OC(C[C@H]2NC(=O)CCSC3=CC=CC=C3)(C)C
100003345,CC1=CC2=C(C=C1)[C@H](CC(O2)(C)C)NC(=O)CCSC3=CC=CC=C3
100003348,CC1=CC2=C(C=C1)[C@@H](CC(O2)(C)C)NC(=O)CCSC3=CC=CC=C3
100003350,CC(=C)COC1=C(C=C(C=C1)[C@@H](CC(=O)OC)C2=C(C3=CC=CC=C3OC2=O)O)OC
100003354,CC1(C[C@H](C2=C(O1)C=CC(=C2)OC)NC(=O)CCSC3=CC=CC=C3)C
100003355,CCOC(=O)C1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)C(=O)OCC
100003363,CC(=O)NC1=C2C=CN(C2=CC=C1)CC(=O)N3CCCC[C@H]3C4=CN=CC=C4
100003364,CC1=C(C=C(C=C1)[C@@H](C)NC(=O)CCSC2=CC=CC=C2)C
100003365,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN
100003366,CC1=C(C=C(C=C1)[C@H](C)NC(=O)CCSC2=CC=CC=C2)C
100003367,CC1=CC2=C([C@@H](CC(=O)O2)C3=CC4=C(C=C3)OCCO4)C(=O)N1CCC5=CC=C(C=C5)O
100003368,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN
100003370,CC[C@H](C1=CC(=C(C=C1)C)C)NC(=O)CCSC2=CC=CC=C2
100003372,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN
100003373,CN(CCC[C@H]1CCCO1)C(=O)CC2=CN=CC=C2
100003375,CCOC(=O)[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N
100003379,CCOC(=O)[C@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N
100003380,C1CC1[C@@H](C2=NN3CCN(CC3=C2)C(=O)C4=CC(=CC=C4)OC(F)F)O
100003381,CN1CCN(CC1)CC2=C(C=CC3=C2C(=CO3)C(=O)C4=CC(=C(C=C4)OC)OC)O
100003382,CCOC(=O)[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)N
100003384,C1CCN2CCC[C@H]([C@H]2C1)CSC3=NC=C(C=C3)NC(=O)C4=CC=C(C=C4)Cl
100003385,CCS(=O)(=O)[C@@H]1[C@H](C1(CN)CN)C2=CC=C(C=C2)OC
100003386,CC1=NC(=NC=C1C(=O)N2CC[C@@H]2C3=CC=C(C=C3)F)N
100003387,CC1=NC(=NC=C1C(=O)N2CC[C@H]2C3=CC=C(C=C3)F)N
100003388,CC(C)(C(=O)N1C[C@@H]2C[C@H](C1)C3=CC=CC(=O)N3C2)OC4=CC=C(C=C4)[C@@H]5CC5(Cl)Cl
100003392,CCS(=O)(=O)[C@H]1[C@@H](C1(CN)CN)C2=CC=C(C=C2)OC
100003393,CC[C@@H](C1=CC(=C(C=C1)C)C)NC(=O)CCSC2=CC=CC=C2
100003394,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)[C@H]4CC(=O)N(C4)CC5=CC=CC=C5
100003397,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)[C@@H]4CC(=O)N(C4)CC5=CC=CC=C5
100003399,CC[C@@H](C1=C(C=C(C=C1)C)C)NC(=O)CCSC2=CC=CC=C2
100003403,CCS(=O)(=O)[C@H]1[C@@H]([C@@]1(CN)CO)C2=CC=C(C=C2)OC
100003404,CC1=CC2=C([C@@H](CC(=O)O2)C3=COC4=C(C3=O)C=C(C=C4)Cl)C(=O)N1CCC5=CC=C(C=C5)O
100003405,CC1=CC(=C(C=C1)C)CC(=O)N[C@@H](C2=CN=CC=C2)C(C)C
100003406,CC[C@@H](C1=CC(=C(C=C1)OC)OC)NC(=O)CCSC2=CC=CC=C2
100003410,CC[C@H](C1=CC=C(C=C1)S(=O)(=O)C)NC(=O)CCSC2=CC=CC=C2
100003414,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(CN)C(=O)O)C2=CC=C(C=C2)OC
100003417,CC1=CC(=CC=C1)C2=NOC(=N2)CNC(=O)CCSC3=CC=CC=C3
100003419,CCS(=O)(=O)[C@@H]1[C@H]([C@]1(CN)N)C2=CC=C(C=C2)OC
100003425,CCS(=O)(=O)[C@@H]1[C@@H]([C@]1(CN)N)C2=CC=C(C=C2)OC
100003440,CC(C)C1=NN=C(S1)N2CCN3C(=CC(=N3)[C@H](C4=NC=CN4C)O)C2
100003443,CC1=CC=C(C=C1)C2=NOC(=N2)CN(C)C(=O)CCSC3=CC=CC=C3
100003446,COC1=CC=C(C=C1)N2C[C@@H](CC2=O)C(=O)N3CCCC[C@H]3C4=CN=CC=C4
100003449,COC1=CC=C(C=C1)N2C[C@H](CC2=O)C(=O)N3CCCC[C@H]3C4=CN=CC=C4
100003454,CCOC[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN
100003461,CCOC[C@@]1([C@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)CN
100003462,C[C@H](C1=NN=C(S1)N)NC(=O)CC2=CC=CC=C2C(F)(F)F
100003463,COC1=CC(=CC2=C1OCCO2)[C@@H]3CC(=O)OC4=C3C5=C(C=C4)C(=O)CC6(O5)CCCCC6
100003467,COC1=CC(=CC2=C1OCCO2)[C@H]3CC(=O)OC4=C3C5=C(C=C4)C(=O)CC6(O5)CCCCC6
100003475,CN1C=CC=C1/C=C/2\C(=O)C3=C(O2)C=C(C=C3)OCC(=O)C4=C(C=CC(=C4)OC)OC
100003476,CCS(=O)(=O)[C@H]1[C@@H]([C@@H]1C2=CC=C(C=C2)OC)CN
100003478,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=O)CN4CC5=CC=CC=C5C4=O
100003488,CN1C=C(C=N1)[C@@H](C2CC(C2)O)NC(=O)CCC3=CSC=C3
100003494,CCS(=O)(=O)[C@H]1[C@H]([C@@]1(CO)C(=O)O)C2=CC=C(C=C2)OC
100003510,CCS(=O)(=O)[C@@H]1[C@@H]([C@]1(CO)N)C2=CC=C(C=C2)OC
100003512,CCS(=O)(=O)[C@H]1[C@@H]([C@]1(CO)N)C2=CC=C(C=C2)OC
100003516,CCS(=O)(=O)[C@@H]1[C@H]([C@@H]1C2=CC=C(C=C2)OC)CO
100003517,COC1=CC=C(C=C1)CCCNC(=O)CCSC2=CC=C(C=C2)Cl
100003519,CCN1C=C(C=N1)S(=O)(=O)N[C@H](C2CC(C2)O)C3=CC4=C(C=C3)OCC4
100003520,CC1=CC2=C(C=C1)NC(=O)C(=C2)[C@@H]3CC(=O)OC4=C3C(=O)N(C(=C4)C)CCC5=CC=C(C=C5)O
100003553,CCOC1=CC=C(C=C1)CCCNC(=O)CCSC2=CC=C(C=C2)Cl
100003559,CCC1=NC=CN1CCC(=O)N[C@H](C2CC(C2)O)C3=CC=CC=N3
100003598,CC1=CC(=O)OC2=C3[C@@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC(=C(C=C4)OC)O
100003623,CC1=C(C=CC(=C1)C(=O)N(C)[C@@H](C)C2=NC=NC=C2)Cl
100003636,CN1C=CC=C1CNC(=O)C2=CC=CC=C2NC(=O)N3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4
100003637,CCOC[C@]1([C@@H]([C@@H]1S(=O)(=O)CC)C2=CC=C(C=C2)OC)C(=S)N
100003639,COC1=C(C=C(C=C1)[C@H](C2CC(C2)O)NC3=C(C=CC=N3)C(=O)N)F
100003640,COC(=O)C[C@H](C1=CC2=C(C(=C1)Cl)OCO2)C3=C(C(=CNC3=O)C(=O)OC)O
100003642,COC1=C(C=C(C=C1)[C@@H](C2CC(C2)O)NC3=C(C=CC=N3)C(=O)N)F
100003647,CC(C)C1=CC=C(C=C1)N2C(=O)[C@@H](NC2=O)CC(=O)N3CCC4=CC(=C(C=C4C3)OC)OC
100003648,CCS(=O)(=O)[C@H]1[C@H]([C@H]1C(=S)N)C2=CC=C(C=C2)OC
100003652,COC1=CC(=C(C=C1/C=C/2\C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC6=C(C=C5)OCO6)OC)OC
100003657,CC1=CC(=CC=C1)C2=NOC(=N2)CNC(=O)CCSC3=CC=C(C=C3)Cl
100003658,CCS(=O)(=O)[C@@H]1[C@H]([C@@H]1C(=S)N)C2=CC=C(C=C2)OC
100003661,CC1=C(C(=NN1CC(=O)N[C@H](C2=CC=CC=C2)C3=NC=CN3C)C)C(=O)C
100003672,CN(C)C(=O)C[C@H](C1=NN2CCN(CC2=C1)C(=O)CN3CCCCCC3)O
100003675,COC1=CC=C(C=C1)[C@@H]2[C@@H](C2(C#N)C#N)S(=O)(=O)C3=CC=CC=C3
100003676,CN(C)C(=O)C[C@@H](C1=NN2CCN(CC2=C1)C(=O)CN3CCCCCC3)O
100003685,CN(CC1=NC(=NO1)C2=CC=CC=C2)C(=O)CCSC3=CC=C(C=C3)Cl
100003687,COC1=C(C=C(C=C1)C(=O)C2=COC3=C2C(=C(C=C3)O)CN4CCCCCC4)OC
100003690,COC[C@H](C1=CC=CC=N1)NC(=O)C2=CN=C(C=C2)N
100003702,CCOC(=O)[C@@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C#N
100003706,CN(CC1=NC(=NO1)C2=CC=C(C=C2)Cl)C(=O)CCSC3=CC=C(C=C3)Cl
100003715,C1COC[C@@H]1CCCNC(=O)C2=CC=CC=C2C#N
100003724,CC(C)OC1=CC=CC=C1[C@@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)/C(=C/C5=C(C(=CC=C5)OC)OC)/O4
100003730,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]2(C#N)C(=O)O)S(=O)(=O)C3=CC=CC=C3
100003734,CC1=CC(=O)OC2=C3[C@H](CC(=O)OC3=C(C(=C12)O)C(=O)C)C4=CC=C(C=C4)C(=O)OC
100003736,CC1=CC(=C(C=C1)C)[C@@H](C)NC(=O)C2=CC=C(C=C2)[C@@H]3N(C(=O)CS3)CC4=CC=CC=C4
100003737,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@]2(C#N)N)S(=O)(=O)C3=CC=CC=C3
100003738,COC1=C(C=C(C=C1)[C@@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)CC5(O4)CCCCC5)OCC(=O)N
100003739,CC1=CC(=C(C=C1)C)[C@H](C)NC(=O)C2=CC=C(C=C2)[C@@H]3N(C(=O)CS3)CC4=CC=CC=C4
100003741,COC1=C(C=C(C=C1)[C@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)CC5(O4)CCCCC5)OCC(=O)N
100003742,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@]2(C#N)N)S(=O)(=O)C3=CC=CC=C3
100003743,C1C(=O)N([C@@H](S1)C2=CC=C(C=C2)C(=O)NCCCC3=CC=C(C=C3)F)CC4=CC=CC=C4
100003746,C1C(=O)N([C@H](S1)C2=CC=C(C=C2)C(=O)NCCCC3=CC=C(C=C3)F)CC4=CC=CC=C4
100003749,CC1=CC=C(C=C1)OCCNC(=O)C2=CC=C(C=C2)[C@H]3N(C(=O)CS3)CC4=CC=CC=C4
100003750,COC1=CC=C(C=C1)/C=C/2\C(=O)C3=C(O2)C4=C(C=C3)OC(=O)C[C@H]4C5=CC6=CC=CC=C6NC5=O
100003759,CN(CCNC(=O)C1=CC=C(C=C1)[C@@H]2N(C(=O)CS2)CC3=CC=CC=C3)C4=CC=CC=C4
100003763,COCCN(C[C@@H]1CCCO1)C(=O)C2=C(C(=NN2)N)Cl
100003767,CC(C)[C@@H](CO)NC(=O)C1=CNC(=O)C2=CC=CC=C21
100003777,CN1CCC(CC1)NC(=O)C2=CC=C(C=C2)[C@H]3N(C(=O)CS3)CC4=CC=CC=C4
100003779,CN1CCC(CC1)NC(=O)C2=CC=C(C=C2)[C@@H]3N(C(=O)CS3)CC4=CC=CC=C4
100003780,COC1=CC=C(C=C1)[C@@H]2[C@@H]([C@@H]2S(=O)(=O)C3=CC=CC=C3)C#N
100003783,COC1=CC=CC=C1NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100003784,CC1=CC=C(O1)[C@@H](C2=C(N3C(=NC(=N3)C)S2)O)N4C[C@@H]5C[C@H](C4)C6=CC=CC(=O)N6C5
100003793,CCOC(=O)C1([C@@H]([C@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)C(=O)OCC
100003821,C1=CC=C(C=C1)/C(=C\C2=CC=CO2)/C(=O)NCCSC3=CC=C(C=C3)Cl
100003823,C1COCCN1CC2=CC(=O)C(=C(O2)[C@@H](CC(=O)N)C3=CC=NC4=CC=CC=C34)O
100003825,C1=CC=C(C=C1)CSCCNC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100003826,C1COCCN1CC2=CC(=O)C(=C(O2)[C@H](CC(=O)N)C3=CC=NC4=CC=CC=C34)O
100003827,COC1=CC=C(C=C1)[C@@H]2[C@@H](C2(CN)CN)S(=O)(=O)C3=CC=CC=C3
100003830,COC1=CC=C(C=C1)[C@H]2[C@@H](C2(CN)CN)S(=O)(=O)C3=CC=CC=C3
100003848,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)N4CCCC5=C[C@H]6C[C@@H]([C@H]54)CN7[C@H]6CCCC7
100003869,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@]2(CN)N)S(=O)(=O)C3=CC=CC=C3
100003872,COC1=CC=C(C=C1)[C@H]2[C@H]([C@]2(CN)N)S(=O)(=O)C3=CC=CC=C3
100003877,C1C(CC1O)[C@@H](CC2=CC=CC=N2)NC(=O)CCCN3C=CC=N3
100003878,COC1=CC(=CC2=C1OCO2)[C@@H](CC(=O)OC)C3=C(C(=O)C=C(O3)CN4C[C@@H]5C[C@H](C4)C6=CC=CC(=O)N6C5)O
100003883,COC1=C(C=C(C=C1)Cl)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100003890,COC[C@]1([C@@H]([C@@H]1S(=O)(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC)CN
100003899,CC1=CC=CC=C1C2=CC=CC(=C2)CN3CCCN4C(=CC(=N4)[C@@H](C)O)C3
100003902,COC1=C(C=C(C=C1)C(=O)C2=COC3=C2C(=C(C=C3)O)CN4CCN(CC4)C5=CC=CC=C5)OC
100003911,C1=CC=C(C=C1)/C(=C\C2=CC=CO2)/C(=O)NC3=CC=C(C=C3)CC#N
100003914,CN1C=C(C=N1)[C@@H](C2CC(C2)O)NC(=O)C3=CC(=NN3)C4=CC=CC=C4F
100003915,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4
100003916,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@H]2S(=O)(=O)C3=CC=CC=C3)CN
100003918,COC1=C(C=C(C=C1)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3)Cl
100003928,CCN1C(=C(C(=N1)C)C(=O)N[C@@H](CC2=CC=NC=C2)C3CC(C3)O)C
100003929,CC1=CC(=C2C(=C1)C=C(C(=O)N2)[C@@H]3CC(=O)OC4=CC(=C(C(=C34)OC)OC)OC)C
100003937,COC(=O)C[C@H](C1=CC2=C(C=C1)OCO2)C3=C(C(=O)C=C(O3)CN4C[C@@H]5C[C@H](C4)C6=CC=CC(=O)N6C5)O
100003938,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)/C(=C/C3=CC=CO3)/C4=CC=CC=C4
100003939,C[C@H](C1=NN=CN1C2CCCC2)NC(=O)C3=CC=CC=C3OC(F)F
100003948,COC1=CC=C(C=C1)[C@@H]2[C@H]([C@@]2(CO)C(=O)O)S(=O)(=O)C3=CC=CC=C3
100003950,COC1=C(C=C(C=C1)[C@H](CC(=O)OC)C2=C(C(=O)C(=C(C2=O)O)[C@@H](CC(=O)OC)C3=CC(=C(C=C3)OC)OCC(=O)N)O)OCC(=O)N
100003954,CC1=CC(=CC=C1)CSCCNC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
100003957,COC1=CC=C(C=C1)[C@H]2[C@@H]([C@]2(CO)N)S(=O)(=O)C3=CC=CC=C3
100003958,CC(=O)OC1=C(C=C(C=C1OC)[C@H]2CC(=O)OC3=C2C4=C(C=C3)C(=O)/C(=C\C5=CC(=C(C=C5OC)OC)OC)/O4)OC
100003961,COC(=O)C[C@H](C1=CC=C(C=C1)O)C2=C(C(=O)C=C(O2)CN3C[C@@H]4C[C@H](C3)C5=CC=CC(=O)N5C4)O
100003962,CC1=C(C=C(C=C1)C(=O)OC)NC(=O)/C(=C/C2=CC=CO2)/C3=CC=CC=C3
